emoji␜group␜code␜title␜modifiers␜tone␜keywords
😀␜0␜1F600␜Grinning Face␜␜false␜cheerful;cheery;face;grin;grinning;happy;laugh;nice;smile;smiling;teeth
😚␜1␜1F61A␜Kissing Face Closed Eyes␜␜false␜143;bae;blush;closed;date;dating;eye;eyes;face;flirt;ily;kisses;kissing;smooches;xoxo
😙␜1␜1F619␜Kissing Face Smiling Eyes␜␜false␜143;closed;date;dating;eye;eyes;face;flirt;ily;kiss;kisses;kissing;love;night;smile;smiling
🥲␜1␜1F972␜Smiling Face Tear␜␜false␜face;glad;grateful;happy;joy;pain;proud;relieved;smile;smiley;smiling;tear;touched
😋␜2␜1F60B␜Face Savoring Food␜␜false␜delicious;eat;face;food;full;hungry;savor;smile;smiling;tasty;um;yum;yummy
😛␜2␜1F61B␜Face Tongue␜␜false␜awesome;cool;face;nice;party;stuck-out;sweet;tongue
😜␜2␜1F61C␜Winking Face Tongue␜␜false␜crazy;epic;eye;face;funny;joke;loopy;nutty;party;stuck-out;tongue;wacky;weirdo;wink;winking;yolo
🤪␜2␜1F92A␜Zany Face␜␜false␜crazy;eye;eyes;face;goofy;large;small;zany
😝␜2␜1F61D␜Squinting Face Tongue␜␜false␜closed;eye;eyes;face;gross;horrible;omg;squinting;stuck-out;taste;tongue;whatever;yolo
🤑␜2␜1F911␜Money-Mouth Face␜␜false␜face;money;money-mouth;mouth;paid
🤗␜3␜1F917␜Smiling Face Open Hands␜␜false␜face;hands;hug;hugging;open;smiling
🤭␜3␜1F92D␜Face Hand Mouth␜␜false␜face;giggle;giggling;hand;mouth;oops;realization;secret;shock;sudden;surprise;whoops
🫢␜3␜1FAE2␜Face Open Eyes Hand Mouth␜␜false␜amazement;awe;disbelief;embarrass;eyes;face;gasp;hand;mouth;omg;open;over;quiet;scared;shock;surprise
🫣␜3␜1FAE3␜Face Peeking Eye␜␜false␜captivated;embarrass;eye;face;hide;hiding;peek;peeking;peep;scared;shy;stare
🤫␜3␜1F92B␜Shushing Face␜␜false␜face;quiet;shh;shush;shushing
🤔␜3␜1F914␜Thinking Face␜␜false␜chin;consider;face;hmm;ponder;pondering;thinking;wondering
🫡␜3␜1FAE1␜Saluting Face␜␜false␜face;good;luck;ma’am;OK;respect;salute;saluting;sir;troops;yes
🤐␜4␜1F910␜Zipper-Mouth Face␜␜false␜face;keep;mouth;quiet;secret;shut;zip;zipper;zipper-mouth
🤨␜4␜1F928␜Face Raised Eyebrow␜␜false␜disapproval;disbelief;distrust;emoji;eyebrow;face;hmm;mild;raised;skeptic;skeptical;skepticism;surprise;what
😐␜4␜1F610␜Neutral Face␜␜false␜awkward;blank;deadpan;expressionless;face;fine;jealous;meh;neutral;oh;shade;straight;unamused;unhappy;unimpressed;whatever
😑␜4␜1F611␜Expressionless Face␜␜false␜awkward;dead;expressionless;face;fine;inexpressive;jealous;meh;not;oh;omg;straight;uh;unhappy;unimpressed;whatever
😶␜4␜1F636␜Face Without Mouth␜␜false␜awkward;blank;expressionless;face;mouth;mouthless;mute;quiet;secret;silence;silent;speechless
🫥␜4␜1FAE5␜Dotted Line Face␜␜false␜depressed;disappear;dotted;face;hidden;hide;introvert;invisible;line;meh;whatever;wtv
😶‍🌫️␜4␜1F636;200D;1F32B;FE0F␜Face Clouds␜␜false␜
😏␜4␜1F60F␜Smirking Face␜␜false␜boss;dapper;face;flirt;homie;kidding;leer;shade;slick;sly;smirk;smug;snicker;suave;suspicious;swag
😒␜4␜1F612␜Unamused Face␜␜false␜...;bored;face;fine;jealous;jel;jelly;pissed;smh;ugh;uhh;unamused;unhappy;weird;whatever
🙄␜4␜1F644␜Face Rolling Eyes␜␜false␜eyeroll;eyes;face;rolling;shade;ugh;whatever
😬␜4␜1F62C␜Grimacing Face␜␜false␜awk;awkward;dentist;face;grimace;grimacing;grinning;smile;smiling
😮‍💨␜4␜1F62E;200D;1F4A8␜Face Exhaling␜␜false␜blow;blowing;exhale;exhaling;exhausted;face;gasp;groan;relief;sigh;smiley;smoke;whisper;whistle
🤥␜4␜1F925␜Lying Face␜␜false␜face;liar;lie;lying;pinocchio
🫨␜4␜1FAE8␜Shaking Face␜␜false␜crazy;daze;earthquake;face;omg;panic;shaking;shock;surprise;vibrate;whoa;wow
🙂‍↔️␜4␜1F642;200D;2194;FE0F␜Head Shaking Horizontally␜␜false␜
🙂‍↕️␜4␜1F642;200D;2195;FE0F␜Head Shaking Vertically␜␜false␜
😌␜5␜1F60C␜Relieved Face␜␜false␜calm;face;peace;relief;relieved;zen
😔␜5␜1F614␜Pensive Face␜␜false␜awful;bored;dejected;died;disappointed;face;losing;lost;pensive;sad;sucks
😪␜5␜1F62A␜Sleepy Face␜␜false␜crying;face;good;night;sad;sleep;sleeping;sleepy;tired
🤤␜5␜1F924␜Drooling Face␜␜false␜drooling;face
😴␜5␜1F634␜Sleeping Face␜␜false␜bed;bedtime;face;good;goodnight;nap;night;sleep;sleeping;tired;whatever;yawn;zzz
🫩␜5␜1FAE9␜Face Bags Under Eyes␜␜false␜bags;bored;exhausted;eyes;face;fatigued;late;sleepy;tired;weary
😷␜6␜1F637␜Face Medical Mask␜␜false␜cold;dentist;dermatologist;doctor;dr;face;germs;mask;medical;medicine;sick
🤒␜6␜1F912␜Face Thermometer␜␜false␜face;ill;sick;thermometer
🤕␜6␜1F915␜Face Head-Bandage␜␜false␜bandage;face;head-bandage;hurt;injury;ouch
🤢␜6␜1F922␜Nauseated Face␜␜false␜face;gross;nasty;nauseated;sick;vomit
🤮␜6␜1F92E␜Face Vomiting␜␜false␜barf;ew;face;gross;puke;sick;spew;throw;up;vomit;vomiting
🤧␜6␜1F927␜Sneezing Face␜␜false␜face;fever;flu;gesundheit;sick;sneeze;sneezing
🥵␜6␜1F975␜Hot Face␜␜false␜dying;face;feverish;heat;hot;panting;red-faced;stroke;sweating;tongue
🥶␜6␜1F976␜Cold Face␜␜false␜blue;blue-faced;cold;face;freezing;frostbite;icicles;subzero;teeth
🥴␜6␜1F974␜Woozy Face␜␜false␜dizzy;drunk;eyes;face;intoxicated;mouth;tipsy;uneven;wavy;woozy
😵␜6␜1F635␜Face Crossed-Out Eyes␜␜false␜crossed-out;dead;dizzy;eyes;face;feels;knocked;out;sick;tired
😵‍💫␜6␜1F635;200D;1F4AB␜Face Spiral Eyes␜␜false␜confused;dizzy;eyes;face;hypnotized;omg;smiley;spiral;trouble;whoa;woah;woozy
🤯␜6␜1F92F␜Exploding Head␜␜false␜blown;explode;exploding;head;mind;mindblown;no;shocked;way
🤠␜7␜1F920␜Cowboy Hat Face␜␜false␜cowboy;cowgirl;face;hat
🥳␜7␜1F973␜Partying Face␜␜false␜bday;birthday;celebrate;celebration;excited;face;happy;hat;hooray;horn;party;partying
🥸␜7␜1F978␜Disguised Face␜␜false␜disguise;eyebrow;face;glasses;incognito;moustache;mustache;nose;person;spy;tache;tash
😎␜8␜1F60E␜Smiling Face Sunglasses␜␜false␜awesome;beach;bright;bro;chilling;cool;face;rad;relaxed;shades;slay;smile;style;sunglasses;swag;win
🤓␜8␜1F913␜Nerd Face␜␜false␜brainy;clever;expert;face;geek;gifted;glasses;intelligent;nerd;smart
🧐␜8␜1F9D0␜Face Monocle␜␜false␜classy;face;fancy;monocle;rich;stuffy;wealthy
😕␜9␜1F615␜Confused Face␜␜false␜befuddled;confused;confusing;dunno;face;frown;hm;meh;not;sad;sorry;sure
🫤␜9␜1FAE4␜Face Diagonal Mouth␜␜false␜confused;confusion;diagonal;disappointed;doubt;doubtful;face;frustrated;frustration;meh;mouth;skeptical;unsure;whatever;wtv
😟␜9␜1F61F␜Worried Face␜␜false␜anxious;butterflies;face;nerves;nervous;sad;stress;stressed;surprised;worried;worry
🙁␜9␜1F641␜Slightly Frowning Face␜␜false␜face;frown;frowning;sad;slightly
☹️␜9␜2639;FE0F␜Frowning Face␜␜false␜
😮␜9␜1F62E␜Face Open Mouth␜␜false␜believe;face;forgot;mouth;omg;open;shocked;surprised;sympathy;unbelievable;unreal;whoa;wow;you
😯␜9␜1F62F␜Hushed Face␜␜false␜epic;face;hushed;omg;stunned;surprised;whoa;woah
😲␜9␜1F632␜Astonished Face␜␜false␜astonished;cost;face;no;omg;shocked;totally;way
😳␜9␜1F633␜Flushed Face␜␜false␜amazed;awkward;crazy;dazed;dead;disbelief;embarrassed;face;flushed;geez;heat;hot;impressed;jeez;what;wow
🥺␜9␜1F97A␜Pleading Face␜␜false␜begging;big;eyes;face;mercy;not;pleading;please;pretty;puppy;sad;why
🥹␜9␜1F979␜Face Holding Back Tears␜␜false␜admiration;aww;back;cry;embarrassed;face;feelings;grateful;gratitude;holding;joy;please;proud;resist;sad;tears
😦␜9␜1F626␜Frowning Face Open Mouth␜␜false␜caught;face;frown;frowning;guard;mouth;open;scared;scary;surprise;what;wow
😧␜9␜1F627␜Anguished Face␜␜false␜anguished;face;forgot;scared;scary;stressed;surprise;unhappy;what;wow
😨␜9␜1F628␜Fearful Face␜␜false␜afraid;anxious;blame;face;fear;fearful;scared;worried
😰␜9␜1F630␜Anxious Face Sweat␜␜false␜anxious;blue;cold;eek;face;mouth;nervous;open;rushed;scared;sweat;yikes
😥␜9␜1F625␜Sad Relieved Face␜␜false␜anxious;call;close;complicated;disappointed;face;not;relieved;sad;sweat;time;whew
😢␜9␜1F622␜Crying Face␜␜false␜awful;cry;crying;face;feels;miss;sad;tear;triste;unhappy
😭␜9␜1F62D␜Loudly Crying Face␜␜false␜bawling;cry;crying;face;loudly;sad;sob;tear;tears;unhappy
😱␜9␜1F631␜Face Screaming Fear␜␜false␜epic;face;fear;fearful;munch;scared;scream;screamer;screaming;shocked;surprised;woah
😖␜9␜1F616␜Confounded Face␜␜false␜annoyed;confounded;confused;cringe;distraught;face;feels;frustrated;mad;sad
😣␜9␜1F623␜Persevering Face␜␜false␜concentrate;concentration;face;focus;headache;persevere;persevering
😞␜9␜1F61E␜Disappointed Face␜␜false␜awful;blame;dejected;disappointed;face;fail;losing;sad;unhappy
😓␜9␜1F613␜Downcast Face Sweat␜␜false␜close;cold;downcast;face;feels;headache;nervous;sad;scared;sweat;yikes
😩␜9␜1F629␜Weary Face␜␜false␜crying;face;fail;feels;hungry;mad;nooo;sad;sleepy;tired;unhappy;weary
😫␜9␜1F62B␜Tired Face␜␜false␜cost;face;feels;nap;sad;sneeze;tired
🥱␜9␜1F971␜Yawning Face␜␜false␜bedtime;bored;face;goodnight;nap;night;sleep;sleepy;tired;whatever;yawn;yawning;zzz
😤␜10␜1F624␜Face Steam Nose␜␜false␜anger;angry;face;feels;fume;fuming;furious;fury;mad;nose;steam;triumph;unhappy;won
😡␜10␜1F621␜Enraged Face␜␜false␜anger;angry;enraged;face;feels;mad;maddening;pouting;rage;red;shade;unhappy;upset
😠␜10␜1F620␜Angry Face␜␜false␜anger;angry;blame;face;feels;frustrated;mad;maddening;rage;shade;unhappy;upset
🤬␜10␜1F92C␜Face Symbols Mouth␜␜false␜censor;cursing;cussing;face;mad;mouth;pissed;swearing;symbols
😈␜10␜1F608␜Smiling Face Horns␜␜false␜demon;devil;evil;face;fairy;fairytale;fantasy;horns;purple;shade;smile;smiling;tale
👿␜10␜1F47F␜Angry Face Horns␜␜false␜angry;demon;devil;evil;face;fairy;fairytale;fantasy;horns;imp;mischievous;purple;shade;tale
💀␜10␜1F480␜Skull␜␜false␜body;dead;death;face;fairy;fairytale;i’m;lmao;monster;skull;tale;yolo
☠️␜10␜2620;FE0F␜Skull Crossbones␜␜false␜
💩␜11␜1F4A9␜Pile Poo␜␜false␜bs;comic;doo;dung;face;fml;monster;pile;poo;poop;smelly;smh;stink;stinks;stinky;turd
🤡␜11␜1F921␜Clown Face␜␜false␜clown;face
👹␜11␜1F479␜Ogre␜␜false␜creature;devil;face;fairy;fairytale;fantasy;mask;monster;ogre;scary;tale
👺␜11␜1F47A␜Goblin␜␜false␜angry;creature;face;fairy;fairytale;fantasy;goblin;mask;mean;monster;tale
👻␜11␜1F47B␜Ghost␜␜false␜boo;creature;excited;face;fairy;fairytale;fantasy;ghost;halloween;haunting;monster;scary;silly;tale
👽␜11␜1F47D␜Alien␜␜false␜alien;creature;extraterrestrial;face;fairy;fairytale;fantasy;monster;space;tale;ufo
👾␜11␜1F47E␜Alien Monster␜␜false␜alien;creature;extraterrestrial;face;fairy;fairytale;fantasy;game;gamer;games;monster;pixelated;space;tale;ufo
🤖␜11␜1F916␜Robot␜␜false␜face;monster;robot
😺␜12␜1F63A␜Grinning Cat␜␜false␜animal;cat;face;grinning;mouth;open;smile;smiling
😸␜12␜1F638␜Grinning Cat Smiling Eyes␜␜false␜animal;cat;eye;eyes;face;grin;grinning;smile;smiling
😹␜12␜1F639␜Cat Tears Joy␜␜false␜animal;cat;face;joy;laugh;laughing;lol;tear;tears
😻␜12␜1F63B␜Smiling Cat Heart-Eyes␜␜false␜animal;cat;eye;face;heart;heart-eyes;love;smile;smiling
😼␜12␜1F63C␜Cat Wry Smile␜␜false␜animal;cat;face;ironic;smile;wry
😽␜12␜1F63D␜Kissing Cat␜␜false␜animal;cat;closed;eye;eyes;face;kiss;kissing
🙀␜12␜1F640␜Weary Cat␜␜false␜animal;cat;face;oh;surprised;weary
😿␜12␜1F63F␜Crying Cat␜␜false␜animal;cat;cry;crying;face;sad;tear
😾␜12␜1F63E␜Pouting Cat␜␜false␜animal;cat;face;pouting
🙈␜13␜1F648␜See-No-Evil Monkey␜␜false␜embarrassed;evil;face;forbidden;forgot;gesture;hide;monkey;no;omg;prohibited;scared;secret;smh;watch
🙉␜13␜1F649␜Hear-No-Evil Monkey␜␜false␜animal;ears;evil;face;forbidden;gesture;hear;listen;monkey;no;not;prohibited;secret;shh;tmi
🙊␜13␜1F64A␜Speak-No-Evil Monkey␜␜false␜animal;evil;face;forbidden;gesture;monkey;no;not;oops;prohibited;quiet;secret;speak;stealth
💌␜14␜1F48C␜Love Letter␜␜false␜heart;letter;love;mail;romance;valentine
💘␜14␜1F498␜Heart Arrow␜␜false␜143;adorbs;arrow;cupid;date;emotion;heart;ily;love;romance;valentine
💝␜14␜1F49D␜Heart Ribbon␜␜false␜143;anniversary;emotion;heart;ily;kisses;ribbon;valentine;xoxo
💖␜14␜1F496␜Sparkling Heart␜␜false␜143;emotion;excited;good;heart;ily;kisses;morning;night;sparkle;sparkling;xoxo
💗␜14␜1F497␜Growing Heart␜␜false␜143;emotion;excited;growing;heart;heartpulse;ily;kisses;muah;nervous;pulse;xoxo
💓␜14␜1F493␜Beating Heart␜␜false␜143;beating;cardio;emotion;heart;heartbeat;ily;love;pulsating;pulse
💞␜14␜1F49E␜Revolving Hearts␜␜false␜143;adorbs;anniversary;emotion;heart;hearts;revolving
💕␜14␜1F495␜Two Hearts␜␜false␜143;anniversary;date;dating;emotion;heart;hearts;ily;kisses;love;loving;two;xoxo
💟␜14␜1F49F␜Heart Decoration␜␜false␜143;decoration;emotion;heart;hearth;purple;white
❣️␜14␜2763;FE0F␜Heart Exclamation␜␜false␜
💔␜14␜1F494␜Broken Heart␜␜false␜break;broken;crushed;emotion;heart;heartbroken;lonely;sad
❤️‍🔥␜14␜2764;FE0F;200D;1F525␜Heart Fire␜␜false␜
❤️‍🩹␜14␜2764;FE0F;200D;1FA79␜Mending Heart␜␜false␜
❤️␜14␜2764;FE0F␜Red Heart␜␜false␜
🩷␜14␜1FA77␜Pink Heart␜␜false␜143;adorable;cute;emotion;heart;ily;like;love;pink;special;sweet
🧡␜14␜1F9E1␜Orange Heart␜␜false␜143;heart;orange
💛␜14␜1F49B␜Yellow Heart␜␜false␜143;cardiac;emotion;heart;ily;love;yellow
💚␜14␜1F49A␜Green Heart␜␜false␜143;emotion;green;heart;ily;love;romantic
💙␜14␜1F499␜Blue Heart␜␜false␜143;blue;emotion;heart;ily;love;romance
🩵␜14␜1FA75␜Light Blue Heart␜␜false␜143;blue;cute;cyan;emotion;heart;ily;light;like;love;sky;special;teal
💜␜14␜1F49C␜Purple Heart␜␜false␜143;bestest;emotion;heart;ily;love;purple
🤎␜14␜1F90E␜Brown Heart␜␜false␜143;brown;heart
🖤␜14␜1F5A4␜Black Heart␜␜false␜black;evil;heart;wicked
🩶␜14␜1FA76␜Grey Heart␜␜false␜143;emotion;gray;grey;heart;ily;love;silver;slate;special
🤍␜14␜1F90D␜White Heart␜␜false␜143;heart;white
💋␜15␜1F48B␜Kiss Mark␜␜false␜dating;emotion;heart;kiss;kissing;lips;mark;romance;sexy
💯␜15␜1F4AF␜Hundred Points␜␜false␜100;a+;agree;clearly;definitely;faithful;fleek;full;hundred;keep;perfect;point;score;TRUE;truth;yup
💢␜15␜1F4A2␜Anger Symbol␜␜false␜anger;angry;comic;mad;symbol;upset
💥␜15␜1F4A5␜Collision␜␜false␜bomb;boom;collide;collision;comic;explode
💫␜15␜1F4AB␜Dizzy␜␜false␜comic;dizzy;shining;shooting;star;stars
💦␜15␜1F4A6␜Sweat Droplets␜␜false␜comic;drip;droplet;droplets;drops;splashing;squirt;sweat;water;wet;work;workout
💨␜15␜1F4A8␜Dashing Away␜␜false␜away;cloud;comic;dash;dashing;fart;fast;go;gone;gotta;running;smoke
🕳️␜15␜1F573;FE0F␜Hole␜␜false␜
💬␜15␜1F4AC␜Speech Balloon␜␜false␜balloon;bubble;comic;dialog;message;sms;speech;talk;text;typing
👁️‍🗨️␜15␜1F441;FE0F;200D;1F5E8;FE0F␜Eye Speech Bubble␜␜false␜
🗨️␜15␜1F5E8;FE0F␜Left Speech Bubble␜␜false␜
🗯️␜15␜1F5EF;FE0F␜Right Anger Bubble␜␜false␜
💭␜15␜1F4AD␜Thought Balloon␜␜false␜balloon;bubble;cartoon;cloud;comic;daydream;decisions;dream;idea;invent;invention;realize;think;thoughts;wonder
💤␜15␜1F4A4␜ZZZ␜␜false␜comic;good;goodnight;night;sleep;sleeping;sleepy;tired;zzz
👋␜16␜1F44B␜Waving Hand␜␜false␜bye;cya;g2g;greetings;gtg;hand;hello;hey;hi;later;outtie;ttfn;ttyl;wave;yo;you
👋🏻␜16␜1F44B;1F3FB␜Waving Hand: Light Skin Tone␜light skin tone␜true␜
👋🏼␜16␜1F44B;1F3FC␜Waving Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
👋🏽␜16␜1F44B;1F3FD␜Waving Hand: Medium Skin Tone␜medium skin tone␜true␜
👋🏾␜16␜1F44B;1F3FE␜Waving Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
👋🏿␜16␜1F44B;1F3FF␜Waving Hand: Dark Skin Tone␜dark skin tone␜true␜
🤚␜16␜1F91A␜Raised Back Hand␜␜false␜back;backhand;hand;raised
🤚🏻␜16␜1F91A;1F3FB␜Raised Back Hand: Light Skin Tone␜light skin tone␜true␜
🤚🏼␜16␜1F91A;1F3FC␜Raised Back Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🤚🏽␜16␜1F91A;1F3FD␜Raised Back Hand: Medium Skin Tone␜medium skin tone␜true␜
🤚🏾␜16␜1F91A;1F3FE␜Raised Back Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🤚🏿␜16␜1F91A;1F3FF␜Raised Back Hand: Dark Skin Tone␜dark skin tone␜true␜
🖐️␜16␜1F590;FE0F␜Hand Fingers Splayed␜␜false␜
🖐🏻␜16␜1F590;1F3FB␜Hand Fingers Splayed: Light Skin Tone␜light skin tone␜true␜
🖐🏼␜16␜1F590;1F3FC␜Hand Fingers Splayed: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🖐🏽␜16␜1F590;1F3FD␜Hand Fingers Splayed: Medium Skin Tone␜medium skin tone␜true␜
🖐🏾␜16␜1F590;1F3FE␜Hand Fingers Splayed: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🖐🏿␜16␜1F590;1F3FF␜Hand Fingers Splayed: Dark Skin Tone␜dark skin tone␜true␜
✋␜16␜270B␜Raised Hand␜␜false␜5;five;hand;high;raised;stop
✋🏻␜16␜270B;1F3FB␜Raised Hand: Light Skin Tone␜light skin tone␜true␜
✋🏼␜16␜270B;1F3FC␜Raised Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
✋🏽␜16␜270B;1F3FD␜Raised Hand: Medium Skin Tone␜medium skin tone␜true␜
✋🏾␜16␜270B;1F3FE␜Raised Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
✋🏿␜16␜270B;1F3FF␜Raised Hand: Dark Skin Tone␜dark skin tone␜true␜
🖖␜16␜1F596␜Vulcan Salute␜␜false␜finger;hand;hands;salute;Vulcan
🖖🏻␜16␜1F596;1F3FB␜Vulcan Salute: Light Skin Tone␜light skin tone␜true␜
🖖🏼␜16␜1F596;1F3FC␜Vulcan Salute: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🖖🏽␜16␜1F596;1F3FD␜Vulcan Salute: Medium Skin Tone␜medium skin tone␜true␜
🖖🏾␜16␜1F596;1F3FE␜Vulcan Salute: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🖖🏿␜16␜1F596;1F3FF␜Vulcan Salute: Dark Skin Tone␜dark skin tone␜true␜
🫱␜16␜1FAF1␜Rightwards Hand␜␜false␜hand;handshake;hold;reach;right;rightward;rightwards;shake
🫱🏻␜16␜1FAF1;1F3FB␜Rightwards Hand: Light Skin Tone␜light skin tone␜true␜
🫱🏼␜16␜1FAF1;1F3FC␜Rightwards Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🫱🏽␜16␜1FAF1;1F3FD␜Rightwards Hand: Medium Skin Tone␜medium skin tone␜true␜
🫱🏾␜16␜1FAF1;1F3FE␜Rightwards Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🫱🏿␜16␜1FAF1;1F3FF␜Rightwards Hand: Dark Skin Tone␜dark skin tone␜true␜
🫲␜16␜1FAF2␜Leftwards Hand␜␜false␜hand;handshake;hold;left;leftward;leftwards;reach;shake
🫲🏻␜16␜1FAF2;1F3FB␜Leftwards Hand: Light Skin Tone␜light skin tone␜true␜
🫲🏼␜16␜1FAF2;1F3FC␜Leftwards Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🫲🏽␜16␜1FAF2;1F3FD␜Leftwards Hand: Medium Skin Tone␜medium skin tone␜true␜
🫲🏾␜16␜1FAF2;1F3FE␜Leftwards Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🫲🏿␜16␜1FAF2;1F3FF␜Leftwards Hand: Dark Skin Tone␜dark skin tone␜true␜
🫳␜16␜1FAF3␜Palm Down Hand␜␜false␜dismiss;down;drop;dropped;hand;palm;pick;shoo;up
🫳🏻␜16␜1FAF3;1F3FB␜Palm Down Hand: Light Skin Tone␜light skin tone␜true␜
🫳🏼␜16␜1FAF3;1F3FC␜Palm Down Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🫳🏽␜16␜1FAF3;1F3FD␜Palm Down Hand: Medium Skin Tone␜medium skin tone␜true␜
🫳🏾␜16␜1FAF3;1F3FE␜Palm Down Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🫳🏿␜16␜1FAF3;1F3FF␜Palm Down Hand: Dark Skin Tone␜dark skin tone␜true␜
🫴␜16␜1FAF4␜Palm Hand␜␜false␜beckon;catch;come;hand;hold;know;lift;me;offer;palm;tell
🫴🏻␜16␜1FAF4;1F3FB␜Palm Hand: Light Skin Tone␜light skin tone␜true␜
🫴🏼␜16␜1FAF4;1F3FC␜Palm Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🫴🏽␜16␜1FAF4;1F3FD␜Palm Hand: Medium Skin Tone␜medium skin tone␜true␜
🫴🏾␜16␜1FAF4;1F3FE␜Palm Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🫴🏿␜16␜1FAF4;1F3FF␜Palm Hand: Dark Skin Tone␜dark skin tone␜true␜
🫷␜16␜1FAF7␜Leftwards Pushing Hand␜␜false␜block;five;halt;hand;high;hold;leftward;leftwards;pause;push;pushing;refuse;slap;stop;wait
🫷🏻␜16␜1FAF7;1F3FB␜Leftwards Pushing Hand: Light Skin Tone␜light skin tone␜true␜
🫷🏼␜16␜1FAF7;1F3FC␜Leftwards Pushing Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
🫷🏽␜16␜1FAF7;1F3FD␜Leftwards Pushing Hand: Medium Skin Tone␜medium skin tone␜true␜
🫷🏾␜16␜1FAF7;1F3FE␜Leftwards Pushing Hand: Medium-Dark Skin Tone␜medium-dark skin tone␜true␜
🫷🏿␜16␜1FAF7;1F3FF␜Leftwards Pushing Hand: Dark Skin Tone␜dark skin tone␜true␜
🫸␜16␜1FAF8␜Rightwards Pushing Hand␜␜false␜block;five;halt;hand;high;hold;pause;push;pushing;refuse;rightward;rightwards;slap;stop;wait
🫸🏻␜16␜1FAF8;1F3FB␜Rightwards Pushing Hand: Light Skin Tone␜light skin tone␜true␜
🫸🏼␜16␜1FAF8;1F3FC␜Rightwards Pushing Hand: Medium-Light Skin Tone␜medium-light skin tone␜true␜
